Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
ERR-2025-04269,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Batman,Closed,Low,Low,Low,Thursday,2025-07-03T17:23:49.000000,2025-07-03T18:42:49.000000,2025-07-04T20:54:54.745718,2025-07-04T22:13:54.745718
ERR-2025-04270,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,DC,Aquaman,Closed,High,Medium,Medium,Tuesday,2025-07-22T12:36:31.000000,2025-07-22T13:14:31.000000,2025-07-22T17:23:54.076375,2025-07-22T18:28:54.076375
ERR-2025-04271,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,DC,Dr. X,In Progress,High,Medium,Medium,Monday,2025-07-14T01:17:26.000000,2025-07-14T01:55:26.000000,,
ERR-2025-04272,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Dr. X,Closed,Low,Low,Low,Wednesday,2025-07-23T12:23:34.000000,2025-07-23T13:39:34.000000,2025-07-24T19:24:09.451992,2025-07-24T20:43:09.451992
ERR-2025-04273,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,DC,Dr. X,Closed,High,Medium,High,Tuesday,2025-07-15T07:03:12.000000,2025-07-15T08:30:12.000000,2025-07-15T11:49:47.997247,2025-07-15T13:01:47.997247
ERR-2025-04274,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-07-17T00:33:04.000000,2025-07-17T01:01:04.000000,2025-07-17T18:00:46.076497,2025-07-17T18:44:46.076497
ERR-2025-04275,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Low,Friday,2025-07-18T14:21:09.000000,2025-07-18T15:44:09.000000,2025-07-19T09:59:13.842050,2025-07-19T10:24:13.842050
ERR-2025-04276,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,DC,Batman,Closed,Medium,Medium,Low,Wednesday,2025-07-23T13:22:03.000000,2025-07-23T14:29:03.000000,2025-07-24T11:39:36.208960,2025-07-24T11:57:36.208960
ERR-2025-04277,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,DC,Aquaman,Closed,Medium,Medium,Medium,Wednesday,2025-07-09T10:27:57.000000,2025-07-09T11:37:57.000000,2025-07-10T06:23:57.001142,2025-07-10T07:46:57.001142
ERR-2025-04278,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Monday,2025-07-21T03:47:43.000000,2025-07-21T04:10:43.000000,2025-07-21T06:39:56.260859,2025-07-21T07:26:56.260859
ERR-2025-04279,Process X item released without required dual authorisation,Proces X,SOLEMOS,DC,Batman,Closed,Medium,Low,Medium,Friday,2025-07-04T14:34:52.000000,2025-07-04T15:04:52.000000,2025-07-05T14:43:26.653368,2025-07-05T15:26:26.653368
ERR-2025-04280,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Friday,2025-07-25T08:01:27.000000,2025-07-25T09:19:27.000000,2025-07-25T18:43:51.688401,2025-07-25T19:17:51.688401
ERR-2025-04281,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Wednesday,2025-07-23T15:23:37.000000,2025-07-23T15:43:37.000000,2025-07-23T23:25:37.422941,2025-07-24T00:32:37.422941
ERR-2025-04282,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,DC,Dr. X,Closed,High,Medium,High,Thursday,2025-07-24T12:53:57.000000,2025-07-24T13:59:57.000000,2025-07-24T19:08:08.741786,2025-07-24T20:26:08.741786
ERR-2025-04283,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,DC,Batman,In Progress,Medium,Medium,Medium,Tuesday,2025-07-15T05:55:36.000000,2025-07-15T06:18:36.000000,,
ERR-2025-04284,Rate tolerance breach not escalated to treasury desk,Money Rates,SOLEMOS,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-07-31T16:51:05.000000,2025-07-31T17:50:05.000000,2025-08-01T05:53:01.287241,2025-08-01T06:48:01.287241
ERR-2025-04285,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Punisher,Closed,Critical,High,High,Monday,2025-07-21T03:48:20.000000,2025-07-21T05:10:20.000000,2025-07-21T07:19:37.412442,2025-07-21T07:37:37.412442
ERR-2025-04286,Payment applied to wrong customer account after name match failure,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-07-08T04:30:06.000000,2025-07-08T05:07:06.000000,2025-07-08T13:52:12.525665,2025-07-08T14:16:12.525665
ERR-2025-04287,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Batman,Closed,High,High,High,Sunday,2025-07-20T08:27:00.000000,2025-07-20T09:05:00.000000,2025-07-20T14:56:45.731215,2025-07-20T16:10:45.731215
ERR-2025-04288,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,DC,Batman,Closed,High,Medium,High,Thursday,2025-07-31T14:12:19.000000,2025-07-31T15:05:19.000000,2025-07-31T17:51:43.203541,2025-07-31T18:35:43.203541
ERR-2025-04289,Process X item closed without resolution - payment lost in queue,Proces X,SOLEMOS,DC,Punisher,Closed,Medium,Low,Low,Saturday,2025-07-12T11:58:13.000000,2025-07-12T12:26:13.000000,2025-07-13T06:47:09.778731,2025-07-13T07:13:09.778731
ERR-2025-04290,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Friday,2025-07-25T17:38:37.000000,2025-07-25T18:26:37.000000,2025-07-26T00:27:31.966565,2025-07-26T01:54:31.966565
ERR-2025-04291,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,DC,Dr. X,Closed,Critical,High,High,Monday,2025-07-21T09:48:17.000000,2025-07-21T10:57:17.000000,2025-07-21T11:56:25.402979,2025-07-21T12:52:25.402979
ERR-2025-04292,Payment applied to wrong customer account after name match failure,Basic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-07-22T00:02:29.000000,2025-07-22T00:36:29.000000,2025-07-22T23:18:13.458640,2025-07-23T00:31:13.458640
ERR-2025-04293,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,DC,Aquaman,Closed,Low,Low,Low,Wednesday,2025-07-16T02:48:52.000000,2025-07-16T02:58:52.000000,2025-07-17T00:48:59.682747,2025-07-17T01:37:59.682747
ERR-2025-04294,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,DC,Punisher,In Progress,Medium,Medium,Medium,Tuesday,2025-07-22T12:13:04.000000,2025-07-22T12:41:04.000000,,
ERR-2025-04295,Process X item closed without resolution - payment lost in queue,Proces X,SOLEMOS,DC,Punisher,In Progress,Low,Low,Low,Monday,2025-07-28T09:42:24.000000,2025-07-28T10:15:24.000000,,
ERR-2025-04296,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,DC,Aquaman,Closed,High,High,Medium,Friday,2025-07-18T10:21:53.000000,2025-07-18T11:35:53.000000,2025-07-18T13:48:48.604536,2025-07-18T15:02:48.604536
ERR-2025-04297,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Low,Medium,Thursday,2025-07-17T10:29:01.000000,2025-07-17T10:59:01.000000,2025-07-18T00:48:20.155746,2025-07-18T01:11:20.155746
ERR-2025-04298,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Punisher,Closed,High,High,High,Tuesday,2025-07-22T05:22:50.000000,2025-07-22T05:43:50.000000,2025-07-22T08:24:44.379257,2025-07-22T09:41:44.379257
ERR-2025-04299,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Batman,Closed,Critical,High,Medium,Friday,2025-07-18T20:47:27.000000,2025-07-18T21:22:27.000000,2025-07-18T23:31:42.611079,2025-07-18T23:58:42.611079
ERR-2025-04300,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Friday,2025-07-04T00:07:50.000000,2025-07-04T01:24:50.000000,2025-07-04T22:55:13.802668,2025-07-04T23:42:13.802668
ERR-2025-04301,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Low,Medium,Wednesday,2025-07-23T09:46:38.000000,2025-07-23T10:40:38.000000,2025-07-24T02:02:04.867764,2025-07-24T03:17:04.867764
ERR-2025-04302,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,DC,Dr. X,Closed,Low,Low,Low,Friday,2025-07-11T13:37:14.000000,2025-07-11T14:34:14.000000,2025-07-12T20:33:37.469345,2025-07-12T21:32:37.469345
ERR-2025-04303,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,DC,Aquaman,Closed,Medium,Medium,Low,Monday,2025-07-07T04:48:34.000000,2025-07-07T05:36:34.000000,2025-07-07T16:12:53.366924,2025-07-07T16:52:53.366924
ERR-2025-04304,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-07-10T12:21:09.000000,2025-07-10T13:30:09.000000,2025-07-11T05:51:29.490895,2025-07-11T07:19:29.490895
ERR-2025-04305,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Monday,2025-07-21T12:33:21.000000,2025-07-21T13:20:21.000000,2025-07-21T17:35:38.525211,2025-07-21T19:00:38.525211
ERR-2025-04306,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,DC,Batman,Closed,Medium,Low,Low,Wednesday,2025-07-30T20:44:53.000000,2025-07-30T21:48:53.000000,2025-07-31T04:46:37.196625,2025-07-31T05:55:37.196625
ERR-2025-04307,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,DC,Batman,Closed,Medium,Low,Medium,Wednesday,2025-07-23T12:31:41.000000,2025-07-23T12:46:41.000000,2025-07-24T12:17:20.978925,2025-07-24T13:42:20.978925
ERR-2025-04308,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,DC,Punisher,Closed,High,High,Medium,Tuesday,2025-07-08T13:42:13.000000,2025-07-08T14:57:13.000000,2025-07-08T17:15:27.692631,2025-07-08T17:32:27.692631
ERR-2025-04309,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Batman,Closed,High,High,Medium,Wednesday,2025-07-23T19:31:53.000000,2025-07-23T19:58:53.000000,2025-07-23T23:28:59.954188,2025-07-24T00:52:59.954188
ERR-2025-04310,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,DC,Batman,Closed,Low,Low,Low,Thursday,2025-07-31T15:13:20.000000,2025-07-31T16:35:20.000000,2025-08-01T15:39:34.046757,2025-08-01T16:32:34.046757
ERR-2025-04311,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Dr. X,Closed,Low,Low,Low,Monday,2025-07-07T10:46:24.000000,2025-07-07T11:06:24.000000,2025-07-08T22:58:20.241529,2025-07-08T23:46:20.241529
ERR-2025-04312,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Punisher,Closed,Low,Low,Low,Monday,2025-07-21T09:07:28.000000,2025-07-21T09:22:28.000000,2025-07-22T13:22:10.681258,2025-07-22T14:28:10.681258
ERR-2025-04313,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,DC,Punisher,Closed,High,High,High,Thursday,2025-07-17T08:35:53.000000,2025-07-17T09:46:53.000000,2025-07-17T13:52:17.793512,2025-07-17T14:10:17.793512
ERR-2025-04314,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,DC,Dr. X,In Progress,Critical,High,High,Thursday,2025-07-03T13:44:25.000000,2025-07-03T14:41:25.000000,,
ERR-2025-04315,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Aquaman,Closed,Medium,Low,Low,Wednesday,2025-07-23T04:22:25.000000,2025-07-23T05:46:25.000000,2025-07-24T05:43:26.733293,2025-07-24T06:31:26.733293
ERR-2025-04316,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Friday,2025-07-18T08:23:27.000000,2025-07-18T09:27:27.000000,2025-07-19T05:30:58.243986,2025-07-19T06:05:58.243986
ERR-2025-04317,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Punisher,Closed,Critical,High,High,Friday,2025-07-11T09:43:26.000000,2025-07-11T11:02:26.000000,2025-07-11T13:10:09.853246,2025-07-11T14:30:09.853246
ERR-2025-04318,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-07-28T09:08:06.000000,2025-07-28T10:06:06.000000,2025-07-28T18:34:52.175614,2025-07-28T19:50:52.175614
ERR-2025-04319,Wrong IBAN updated during manual correction in Process X,Proces X,SOLEMOS,DC,Punisher,Closed,Medium,Medium,Low,Tuesday,2025-07-29T19:45:26.000000,2025-07-29T21:05:26.000000,2025-07-30T10:50:28.448407,2025-07-30T12:09:28.448407
ERR-2025-04320,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Wednesday,2025-07-16T23:38:58.000000,2025-07-17T01:06:58.000000,2025-07-17T11:44:09.201180,2025-07-17T12:11:09.201180
ERR-2025-04321,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,DC,Dr. X,Closed,Medium,Medium,Medium,Thursday,2025-07-17T12:12:16.000000,2025-07-17T12:42:16.000000,2025-07-18T06:46:42.369775,2025-07-18T07:18:42.369775
ERR-2025-04322,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Aquaman,Closed,Low,Low,Low,Friday,2025-07-11T03:39:09.000000,2025-07-11T04:00:09.000000,2025-07-12T18:24:43.264862,2025-07-12T19:33:43.264862
ERR-2025-04323,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,DC,Aquaman,Closed,High,High,Medium,Wednesday,2025-07-16T16:35:41.000000,2025-07-16T17:52:41.000000,2025-07-16T21:25:25.928179,2025-07-16T22:05:25.928179
ERR-2025-04324,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Aquaman,Closed,Medium,Medium,Medium,Thursday,2025-07-17T14:15:00.000000,2025-07-17T14:53:00.000000,2025-07-18T07:49:52.297776,2025-07-18T08:37:52.297776
ERR-2025-04325,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,DC,Punisher,Closed,High,Medium,High,Thursday,2025-07-10T08:39:42.000000,2025-07-10T09:40:42.000000,2025-07-10T13:05:18.617812,2025-07-10T13:52:18.617812
ERR-2025-04326,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Punisher,Closed,Low,Low,Low,Thursday,2025-07-24T17:44:41.000000,2025-07-24T17:57:41.000000,2025-07-26T15:56:58.159830,2025-07-26T16:13:58.159830
ERR-2025-04327,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,DC,Dr. X,Closed,Low,Low,Low,Friday,2025-07-11T12:16:25.000000,2025-07-11T13:29:25.000000,2025-07-12T07:22:39.335479,2025-07-12T07:59:39.335479
ERR-2025-04328,Process X SLA breached - payment delayed beyond agreed window,Proces X,SOLEMOS,DC,Batman,Closed,Medium,Low,Medium,Tuesday,2025-07-22T19:03:27.000000,2025-07-22T19:20:27.000000,2025-07-23T15:01:11.300251,2025-07-23T15:30:11.300251
ERR-2025-04329,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Wednesday,2025-07-23T14:42:36.000000,2025-07-23T15:58:36.000000,2025-07-24T00:04:06.339865,2025-07-24T01:10:06.339865
ERR-2025-04330,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Batman,Closed,High,Medium,High,Thursday,2025-07-31T13:50:15.000000,2025-07-31T14:16:15.000000,2025-07-31T19:31:47.778346,2025-07-31T19:53:47.778346
ERR-2025-04331,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Punisher,In Progress,High,Medium,High,Tuesday,2025-07-29T01:31:59.000000,2025-07-29T02:06:59.000000,,
ERR-2025-04332,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,DC,Punisher,Closed,High,High,Low,Thursday,2025-07-24T23:36:26.000000,2025-07-24T23:47:26.000000,2025-07-25T04:32:13.996841,2025-07-25T05:49:13.996841
ERR-2025-04333,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-07-28T07:18:25.000000,2025-07-28T08:31:25.000000,2025-07-28T16:38:07.774694,2025-07-28T18:08:07.774694
ERR-2025-04334,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Friday,2025-07-11T10:33:54.000000,2025-07-11T11:35:54.000000,2025-07-12T11:22:23.705058,2025-07-12T11:45:23.705058
ERR-2025-04335,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,DC,Dr. X,Closed,Critical,High,High,Thursday,2025-07-17T16:29:31.000000,2025-07-17T17:21:31.000000,2025-07-17T20:05:40.042041,2025-07-17T20:57:40.042041
ERR-2025-04336,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Punisher,Closed,Low,Low,Low,Wednesday,2025-07-02T16:21:20.000000,2025-07-02T16:40:20.000000,2025-07-03T09:34:32.373945,2025-07-03T10:56:32.373945
ERR-2025-04337,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,High,Medium,Thursday,2025-07-03T16:14:37.000000,2025-07-03T16:45:37.000000,2025-07-03T19:05:12.021719,2025-07-03T20:13:12.021719
ERR-2025-04338,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,DC,Aquaman,Closed,Medium,Medium,Low,Tuesday,2025-07-08T15:19:45.000000,2025-07-08T16:11:45.000000,2025-07-09T06:27:40.146877,2025-07-09T07:05:40.146877
ERR-2025-04339,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,DC,Batman,Closed,Critical,High,High,Thursday,2025-07-10T10:37:31.000000,2025-07-10T11:04:31.000000,2025-07-10T12:33:41.532837,2025-07-10T12:48:41.532837
ERR-2025-04340,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Aquaman,Closed,High,Medium,Medium,Friday,2025-07-25T00:10:14.000000,2025-07-25T01:12:14.000000,2025-07-25T04:34:05.803936,2025-07-25T04:57:05.803936
ERR-2025-04341,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Dr. X,Closed,High,High,Medium,Thursday,2025-07-24T13:51:48.000000,2025-07-24T14:05:48.000000,2025-07-24T19:41:04.690502,2025-07-24T20:34:04.690502
ERR-2025-04342,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Low,Medium,Thursday,2025-07-31T14:05:05.000000,2025-07-31T14:25:05.000000,2025-08-01T11:09:05.643249,2025-08-01T11:57:05.643249
ERR-2025-04343,Wrong payment date configured - standing order triggered early,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,Medium,Low,Thursday,2025-07-17T17:14:47.000000,2025-07-17T17:56:47.000000,2025-07-17T20:21:59.089053,2025-07-17T21:13:59.089053
ERR-2025-04344,Process X item released without required dual authorisation,Proces X,SOLEMOS,DC,Batman,Closed,Medium,Low,Medium,Tuesday,2025-07-01T10:25:10.000000,2025-07-01T10:47:10.000000,2025-07-01T21:56:56.698427,2025-07-01T23:01:56.698427
ERR-2025-04345,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,DC,Dr. X,Closed,High,High,High,Monday,2025-07-21T14:57:09.000000,2025-07-21T15:46:09.000000,2025-07-21T21:08:27.083732,2025-07-21T22:10:27.083732
ERR-2025-04346,Basic payment keyed with transposed digits in account number,Basic Payment,STP CAT,DC,Batman,Closed,High,High,High,Wednesday,2025-07-23T12:28:05.000000,2025-07-23T13:13:05.000000,2025-07-23T16:37:16.592164,2025-07-23T17:53:16.592164
ERR-2025-04347,Manual override applied in Process X without supervisor sign-off,Proces X,SOLEMOS,DC,Aquaman,Closed,Medium,Low,Medium,Thursday,2025-07-31T08:14:30.000000,2025-07-31T08:27:30.000000,2025-08-01T00:24:08.158831,2025-08-01T00:44:08.158831
ERR-2025-04348,Wrong sort code entered - domestic payment routed to wrong bank,Domestic Payment,STP CAT,DC,Dr. X,Closed,High,High,Medium,Wednesday,2025-07-23T11:11:36.000000,2025-07-23T11:32:36.000000,2025-07-23T15:57:08.044254,2025-07-23T16:55:08.044254
ERR-2025-04349,Process X item duplicated after system timeout during save,Proces X,SOLEMOS,DC,Punisher,Closed,Medium,Medium,Medium,Friday,2025-07-04T09:27:54.000000,2025-07-04T10:33:54.000000,2025-07-05T03:51:18.233374,2025-07-05T04:53:18.233374
ERR-2025-04350,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Batman,New,Medium,Medium,Medium,Friday,2025-07-11T21:39:45.000000,,,
ERR-2025-04351,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Dr. X,Closed,High,Medium,High,Monday,2025-07-28T20:27:21.000000,2025-07-28T20:55:21.000000,2025-07-28T23:39:23.327818,2025-07-29T01:09:23.327818
ERR-2025-04352,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,DC,Aquaman,Closed,Medium,Medium,Medium,Tuesday,2025-07-01T09:37:26.000000,2025-07-01T10:25:26.000000,2025-07-01T16:42:24.145247,2025-07-01T17:30:24.145247
ERR-2025-04353,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,DC,Punisher,Closed,High,High,High,Wednesday,2025-07-23T17:07:55.000000,2025-07-23T18:34:55.000000,2025-07-23T20:37:40.701403,2025-07-23T21:34:40.701403
ERR-2025-04354,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Friday,2025-07-25T09:47:02.000000,2025-07-25T10:36:02.000000,2025-07-26T04:19:07.387693,2025-07-26T05:34:07.387693
ERR-2025-04355,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,DC,Aquaman,Closed,Critical,High,High,Thursday,2025-07-24T17:38:48.000000,2025-07-24T19:04:48.000000,2025-07-24T22:03:24.949616,2025-07-24T22:24:24.949616
ERR-2025-04356,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,DC,Dr. X,Closed,High,Medium,High,Friday,2025-07-25T12:50:33.000000,2025-07-25T13:31:33.000000,2025-07-25T17:35:39.821737,2025-07-25T18:33:39.821737
ERR-2025-04357,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-07-07T05:30:19.000000,2025-07-07T06:05:19.000000,2025-07-08T03:35:24.717728,2025-07-08T05:00:24.717728
ERR-2025-04358,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,DC,Punisher,In Progress,High,High,Medium,Monday,2025-07-21T08:24:16.000000,2025-07-21T08:51:16.000000,,
ERR-2025-04359,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Aquaman,Closed,Medium,Low,Low,Thursday,2025-07-10T17:52:11.000000,2025-07-10T19:00:11.000000,2025-07-11T11:15:58.598304,2025-07-11T11:42:58.598304
ERR-2025-04360,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Dr. X,Closed,Medium,Low,Medium,Thursday,2025-07-31T08:31:01.000000,2025-07-31T09:47:01.000000,2025-07-31T20:23:44.352434,2025-07-31T20:46:44.352434
ERR-2025-04361,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-07-01T16:46:01.000000,2025-07-01T17:19:01.000000,2025-07-02T12:35:54.353218,2025-07-02T13:00:54.353218
ERR-2025-04362,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Thursday,2025-07-24T03:07:18.000000,2025-07-24T04:15:18.000000,2025-07-25T00:21:46.808916,2025-07-25T00:54:46.808916
ERR-2025-04363,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Aquaman,Closed,Low,Low,Low,Tuesday,2025-07-01T10:54:46.000000,2025-07-01T12:05:46.000000,2025-07-02T11:41:47.222522,2025-07-02T12:03:47.222522
ERR-2025-04364,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Dr. X,Closed,Critical,High,High,Sunday,2025-07-27T21:45:59.000000,2025-07-27T22:02:59.000000,2025-07-28T00:19:01.514454,2025-07-28T01:34:01.514454
ERR-2025-04365,Payment instruction processed without customer authorisation,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Thursday,2025-07-24T16:45:14.000000,2025-07-24T17:24:14.000000,2025-07-24T23:12:43.072988,2025-07-24T23:47:43.072988
ERR-2025-04366,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-07-07T10:15:51.000000,2025-07-07T11:32:51.000000,2025-07-07T18:24:32.319184,2025-07-07T19:21:32.319184
ERR-2025-04367,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Aquaman,Closed,Medium,Low,Low,Monday,2025-07-14T13:04:34.000000,2025-07-14T14:21:34.000000,2025-07-15T03:37:05.895754,2025-07-15T04:17:05.895754
ERR-2025-04368,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Tuesday,2025-07-01T13:36:04.000000,2025-07-01T13:50:04.000000,2025-07-02T03:53:59.211654,2025-07-02T04:18:59.211654
ERR-2025-04369,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,DC,Aquaman,Closed,Medium,Low,Medium,Thursday,2025-07-03T08:10:23.000000,2025-07-03T08:53:23.000000,2025-07-03T18:05:32.409987,2025-07-03T19:31:32.409987
ERR-2025-04370,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Batman,Closed,Critical,High,High,Tuesday,2025-07-08T16:17:56.000000,2025-07-08T16:27:56.000000,2025-07-08T18:59:58.016955,2025-07-08T20:01:58.016955
ERR-2025-04371,Process X item released without required dual authorisation,Proces X,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Thursday,2025-07-03T01:05:03.000000,2025-07-03T01:43:03.000000,2025-07-03T15:12:38.590086,2025-07-03T15:52:38.590086
ERR-2025-04372,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Dr. X,In Progress,High,Medium,Medium,Wednesday,2025-07-09T11:48:56.000000,2025-07-09T12:08:56.000000,,
ERR-2025-04373,Batch domestic file contained incorrect beneficiary account details,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Low,Medium,Wednesday,2025-07-02T15:19:51.000000,2025-07-02T16:24:51.000000,2025-07-03T08:16:07.217934,2025-07-03T09:27:07.217934
ERR-2025-04374,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Low,Medium,Friday,2025-07-25T22:48:06.000000,2025-07-26T00:15:06.000000,2025-07-26T19:06:58.713860,2025-07-26T19:36:58.713860
